Step,V2I_rate,V2V_Rate,V2V_success,Remaining_V2V_payload
29,"1.69,0.99,2.83,1.47","0.53,0.98,0.19,0.64",0.0,"28212.15,24649.31,27811.22,23376.1"
30,"3.11,1.76,3.28,3.55","0.0,0.48,0.01,0.13",0.0,"28212.15,24166.78,27805.35,23247.66"
31,"1.23,1.0,1.83,1.06","0.71,0.92,0.45,0.94",0.0,"27506.9,23245.61,27357.98,22306.26"
32,"2.35,1.5,0.97,1.0","0.29,0.49,0.99,1.0",0.0,"27220.92,22760.2,26365.31,21304.77"
33,"6.82,1.24,3.08,1.99","0.0,0.77,0.11,0.42",0.0,"27220.92,21988.19,26257.5,20887.13"
34,"0.99,2.23,3.32,12.53","0.99,0.33,0.12,0.0",0.0,"26228.61,21658.03,26133.1,20887.13"
35,"2.67,3.37,3.44,1.11","0.23,0.12,0.0,0.9",0.0,"26001.28,21536.73,26133.1,19990.3"
36,"1.0,1.3,0.98,1.0","0.95,0.74,0.59,1.0",0.0,"25047.89,20793.3,25545.64,18988.78"
37,"1.74,1.0,1.09,1.35","0.51,0.81,0.75,0.71",0.0,"24539.02,19982.09,24792.42,18273.79"
38,"1.12,2.03,2.84,1.3","0.88,0.4,0.16,0.75",0.0,"23657.83,19583.82,24636.33,17520.88"
39,"1.22,0.98,5.58,1.73","0.8,0.98,0.0,0.52",0.0,"22855.33,18608.42,24636.33,17002.32"
40,"2.98,0.99,1.2,1.61","0.16,1.0,0.42,0.57",0.0,"22695.53,17610.83,24220.78,16430.32"
41,"1.25,0.99,1.03,1.25","0.79,0.98,0.95,0.78",0.0,"21908.86,16627.82,23273.05,15646.88"
42,"1.01,4.59,1.14,1.08","0.96,0.0,0.83,0.93",0.0,"20944.62,16627.82,22443.58,14719.18"
43,"1.0,5.98,1.55,2.64","0.98,0.0,0.37,0.25",0.0,"19966.91,16627.82,22073.41,14466.22"
44,"5.7,1.19,3.51,3.67","0.0,0.74,0.0,0.12",0.0,"19966.91,15886.95,22073.41,14348.89"
45,"1.05,1.45,1.78,14.52","0.94,0.59,0.45,0.0",0.0,"19024.74,15293.57,21621.95,14348.89"
46,"2.44,1.4,0.94,1.23","0.28,0.65,0.98,0.8",0.0,"18741.91,14644.22,20638.62,13547.07"
47,"0.99,1.73,1.5,1.19","0.99,0.51,0.57,0.83",0.0,"17755.03,14136.71,20067.51,12718.37"
48,"1.0,1.0,4.69,9.88","0.95,0.99,0.0,0.0",0.0,"16802.29,13142.74,20067.51,12718.37"
49,"8.02,5.46,1.18,4.29","0.0,0.02,0.77,0.08",0.0,"16802.29,13122.71,19300.63,12643.0"
50,"1.27,1.35,1.25,12.47","0.75,0.67,0.77,0.0",0.0,"16055.53,12456.42,18529.89,12643.0"
51,"1.3,9.85,1.05,12.93","0.73,0.0,0.88,0.0",0.0,"15321.14,12456.42,17649.24,12643.0"
52,"1.13,1.98,0.99,2.43","0.85,0.41,0.98,0.3",0.0,"14467.43,12043.99,16669.49,12346.73"
53,"9.37,2.0,5.39,2.4","0.0,0.39,0.0,0.3",0.0,"14467.43,11651.25,16669.49,12043.77"
54,"1.45,2.19,1.6,3.25","0.57,0.35,0.49,0.16",0.0,"13901.32,11302.68,16179.5,11883.79"
55,"1.21,1.41,1.48,1.0","0.81,0.66,0.52,1.0",0.0,"13093.11,10639.34,15657.77,10882.16"
56,"1.2,5.03,2.09,1.23","0.7,0.0,0.34,0.8",0.0,"12388.19,10639.34,15317.55,10083.08"
57,"2.19,1.25,6.01,14.6","0.35,0.76,0.0,0.0",0.0,"12040.33,9876.33,15317.55,10083.08"
58,"1.64,1.0,2.51,1.56","0.55,0.99,0.24,0.6",0.0,"11487.4,8883.33,15075.34,9483.59"
59,"0.99,1.31,1.31,1.05","0.99,0.53,0.54,0.95",0.0,"10498.75,8355.75,14535.37,8528.9"
60,"1.0,1.08,1.35,13.37","0.96,0.92,0.55,0.0",0.0,"9534.0,7436.22,13982.78,8528.9"
61,"0.99,1.1,0.87,3.39","1.0,0.89,0.83,0.15",0.0,"8538.35,6549.41,13151.54,8383.89"
62,"2.11,2.6,2.04,5.45","0.33,0.25,0.36,0.03",0.0,"8212.6,6304.24,12792.96,8350.73"
63,"1.33,7.98,1.74,10.68","0.72,0.0,0.0,0.0",0.0,"7493.77,6304.24,12792.96,8350.73"
64,"1.78,1.28,2.15,1.69","0.49,0.62,0.13,0.54",0.0,"7005.6,5679.76,12663.68,7815.67"
65,"0.99,1.08,1.44,1.0","0.99,0.89,0.55,1.0",0.0,"6016.04,4790.39,12118.2,6818.96"
66,"2.02,1.0,1.36,1.0","0.4,0.77,0.65,1.0",0.0,"5617.32,4018.55,11467.08,5817.97"
67,"1.0,1.49,2.46,1.0","0.99,0.6,0.0,1.0",0.0,"4631.28,3414.95,11467.08,4816.35"
68,"1.8,1.53,2.63,1.86","0.46,0.6,0.23,0.46",0.0,"4168.4,2815.55,11241.43,4353.41"
69,"1.66,1.95,1.59,1.24","0.54,0.42,0.54,0.79",0.0,"3626.17,2394.3,10698.58,3562.37"
70,"2.08,1.91,2.46,13.77","0.38,0.44,0.21,0.0",0.0,"3246.51,1953.93,10486.42,3562.37"
71,"1.26,1.29,1.76,1.0","0.77,0.75,0.44,1.0",0.0,"2475.49,1201.83,10047.82,2561.03"
72,"1.61,1.22,0.91,1.0","0.56,0.78,0.99,1.0",0.0,"1913.2,419.27,9053.69,1559.47"
73,"1.0,3.16,0.88,1.13","0.76,0.15,1.0,0.88",0.0,"1149.27,271.3,8058.39,682.73"
74,"1.6,0.99,0.99,1.29","0.56,0.95,0.99,0.76",0.5,"585.59,0.0,7072.11,0.0"
75,"1.0,7.86,1.81,7.51","0.99,0.0,0.43,0.0",0.75,"0.0,0.0,6639.63,0.0"
76,"8.1,4.93,0.97,9.55","0.0,0.0,0.98,0.0",0.75,"0.0,0.0,5656.97,0.0"
77,"8.86,6.62,1.33,11.16","0.0,0.0,0.52,0.0",0.75,"0.0,0.0,5133.42,0.0"
78,"6.71,10.12,1.09,12.62","0.0,0.0,0.84,0.0",0.75,"0.0,0.0,4290.12,0.0"
79,"5.22,5.19,1.24,12.74","0.0,0.0,0.68,0.0",0.75,"0.0,0.0,3612.13,0.0"
80,"9.19,9.01,2.67,11.66","0.0,0.0,0.23,0.0",0.75,"0.0,0.0,3384.06,0.0"
81,"2.39,11.12,6.1,13.01","0.0,0.0,0.0,0.0",0.75,"0.0,0.0,3384.06,0.0"
82,"10.43,7.33,0.86,16.47","0.0,0.0,0.69,0.0",0.75,"0.0,0.0,2694.89,0.0"
83,"4.92,5.48,1.5,15.49","0.0,0.0,0.61,0.0",0.75,"0.0,0.0,2080.93,0.0"
84,"8.52,7.99,0.94,15.15","0.0,0.0,0.99,0.0",0.75,"0.0,0.0,1091.5,0.0"
85,"4.7,10.42,1.35,10.29","0.0,0.0,0.68,0.0",0.75,"0.0,0.0,407.73,0.0"
86,"8.43,9.7,1.13,16.08","0.0,0.0,0.79,0.0",1.0,"0.0,0.0,0.0,0.0"
87,"8.87,7.59,3.85,13.9","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
88,"10.38,8.14,3.41,16.47","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
89,"9.07,7.72,1.93,14.52","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
90,"5.8,7.21,2.45,10.56","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
91,"10.72,9.29,6.08,13.33","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
92,"4.75,9.51,5.89,16.27","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
93,"10.21,8.55,4.84,14.65","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
94,"8.98,9.05,1.28,11.18","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
95,"9.42,5.23,5.94,12.52","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
96,"7.52,8.21,3.91,14.23","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
97,"7.73,9.43,4.8,14.58","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
98,"8.76,6.86,4.41,13.89","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
99,"8.61,8.88,2.86,8.41","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
0,"1.0,7.18,1.8,12.1","0.98,0.0,0.11,0.0",0.0,"41421.89,42400.0,42293.23,42400.0"
1,"5.29,1.53,0.97,1.86","0.03,0.58,1.0,0.46",0.0,"41394.2,41817.62,41292.9,41935.95"
2,"2.84,1.31,1.06,15.72","0.22,0.63,0.68,0.0",0.0,"41178.6,41184.98,40611.33,41935.95"
3,"1.95,1.05,1.02,2.53","0.42,0.92,0.81,0.27",0.0,"40760.46,40262.71,39796.67,41664.35"
4,"1.0,1.45,2.7,1.0","0.97,0.64,0.18,1.0",0.0,"39786.47,39619.31,39617.72,40662.77"
5,"2.59,3.1,1.3,1.45","0.26,0.17,0.71,0.66",0.0,"39531.28,39447.87,38905.48,40005.19"
6,"1.1,1.49,1.4,1.5","0.88,0.58,0.65,0.63",0.0,"38649.79,38863.5,38258.75,39375.54"
7,"1.38,1.5,3.13,1.54","0.69,0.2,0.12,0.61",0.0,"37959.64,38663.0,38139.21,38768.5"
8,"1.06,8.99,2.74,1.0","0.93,0.0,0.0,1.0",0.0,"37034.31,38663.0,38139.21,37767.9"
9,"1.74,1.48,1.88,2.83","0.5,0.63,0.31,0.22",0.0,"36533.42,38033.55,37831.32,37549.34"
10,"2.08,1.0,0.8,2.32","0.38,0.97,0.98,0.32",0.0,"36157.7,37061.14,36849.57,37228.17"
11,"1.83,1.0,0.98,1.0","0.47,0.99,1.0,1.0",0.0,"35690.87,36075.17,35851.06,36226.54"
12,"3.62,1.14,0.74,14.26","0.12,0.83,1.0,0.0",0.0,"35572.62,35244.32,34855.79,36226.54"
13,"1.63,1.0,1.47,1.4","0.55,0.99,0.17,0.68",0.0,"35017.83,34251.61,34683.86,35544.11"
14,"10.65,3.68,1.31,1.3","0.0,0.11,0.71,0.75",0.0,"35017.83,34139.85,33975.71,34795.8"
15,"1.16,2.1,0.96,1.31","0.85,0.21,0.99,0.74",0.0,"34172.65,33932.75,32990.3,34054.01"
16,"8.62,1.09,1.83,2.21","0.0,0.89,0.42,0.35",0.0,"34172.65,33045.76,32574.23,33703.25"
17,"1.95,1.21,1.68,1.0","0.41,0.76,0.32,1.0",0.0,"33764.61,32281.04,32256.81,32701.63"
18,"3.0,1.72,5.0,1.0","0.16,0.37,0.0,1.0",0.0,"33600.92,31908.52,32256.81,31703.53"
19,"1.11,1.49,1.58,14.83","0.73,0.59,0.42,0.0",0.0,"32869.85,31317.3,31832.95,31703.53"
20,"1.05,2.1,0.98,1.53","0.86,0.37,0.45,0.61",0.0,"32010.13,30944.83,31379.57,31089.89"
21,"0.99,1.85,1.25,1.16","0.99,0.46,0.76,0.86",0.0,"31015.89,30481.2,30623.85,30233.25"
22,"1.21,2.51,1.38,1.7","0.74,0.26,0.36,0.53",0.0,"30277.67,30217.41,30265.97,29701.06"
23,"1.06,1.19,1.56,2.78","0.89,0.55,0.46,0.23",0.0,"29387.37,29669.59,29802.46,29473.78"
24,"2.13,3.02,0.89,1.0","0.37,0.18,0.99,1.0",0.0,"29017.63,29486.09,28816.16,28472.11"
25,"1.21,1.0,4.62,2.95","0.81,0.32,0.0,0.2",0.0,"28205.82,29165.95,28816.16,28271.85"
26,"1.0,11.07,0.4,13.61","1.0,0.0,0.99,0.0",0.0,"27210.33,29165.95,27824.54,28271.85"
27,"1.16,1.05,2.39,14.85","0.1,0.91,0.28,0.0",0.0,"27112.41,28256.69,27546.76,28271.85"
28,"2.47,1.0,1.13,1.64","0.28,0.95,0.82,0.56",0.0,"26830.06,27308.9,26730.18,27714.79"
29,"1.0,1.0,5.15,1.51","1.0,0.99,0.0,0.62",0.0,"25831.37,26316.94,26730.18,27098.49"
30,"1.32,1.29,1.55,1.02","0.73,0.73,0.48,0.97",0.0,"25101.38,25583.97,26246.16,26125.29"
31,"7.36,2.03,1.09,4.42","0.01,0.37,0.85,0.07",0.0,"25095.84,25216.57,25393.11,26056.46"
32,"2.39,9.36,5.24,2.28","0.3,0.0,0.0,0.33",0.0,"24797.33,25216.57,25393.11,25724.79"
33,"1.28,1.51,2.15,1.0","0.75,0.6,0.3,1.0",0.0,"24046.61,24615.62,25096.93,24723.63"
34,"2.04,2.72,1.12,15.66","0.4,0.22,0.59,0.0",0.0,"23649.72,24392.98,24507.53,24723.63"
35,"2.68,2.63,1.72,13.2","0.24,0.23,0.48,0.0",0.0,"23406.31,24162.04,24023.43,24723.63"
36,"1.09,2.34,0.98,1.62","0.9,0.29,0.9,0.57",0.0,"22509.89,23872.69,23120.6,24157.99"
37,"1.61,1.14,0.97,16.21","0.57,0.85,0.93,0.0",0.0,"21941.67,23021.13,22186.01,24157.99"
38,"1.27,1.05,3.95,5.26","0.76,0.93,0.0,0.04",0.0,"21181.34,22093.79,22186.01,24122.77"
39,"7.49,1.29,1.82,1.51","0.0,0.67,0.38,0.62",0.0,"21181.34,21423.94,21804.46,23500.68"
40,"1.82,1.0,1.17,1.06","0.46,0.99,0.71,0.94",0.0,"20716.46,20435.18,21090.98,22562.33"
41,"1.26,8.95,1.12,1.34","0.69,0.0,0.83,0.72",0.0,"20021.84,20435.18,20260.93,21838.76"
42,"2.13,1.77,2.49,1.93","0.37,0.49,0.19,0.44",0.0,"19652.84,19945.1,20067.87,21399.31"
43,"2.51,3.32,0.68,1.51","0.27,0.13,0.97,0.62",0.0,"19378.32,19810.66,19094.56,20781.04"
44,"2.24,2.93,0.98,1.85","0.32,0.2,1.0,0.47",0.0,"19053.54,19613.1,18098.01,20314.26"
45,"1.79,1.0,3.73,1.17","0.48,0.94,0.07,0.84",0.0,"18572.26,18670.36,18032.37,19469.77"
46,"1.54,1.1,1.52,1.34","0.59,0.75,0.59,0.73",0.0,"17982.18,17918.28,17442.96,18744.06"
47,"8.65,8.76,1.3,1.24","0.0,0.0,0.61,0.79",0.0,"17982.18,17918.28,16830.52,17950.06"
48,"1.49,1.11,2.73,2.32","0.63,0.84,0.0,0.32",0.0,"17351.29,17077.71,16830.52,17628.27"
49,"1.0,2.19,1.74,1.5","0.98,0.34,0.0,0.63",0.0,"16369.73,16742.26,16830.52,16996.72"
50,"1.45,1.61,1.61,2.0","0.64,0.19,0.2,0.42",0.0,"15728.57,16554.84,16630.33,16581.18"
51,"1.0,3.6,1.44,1.2","1.0,0.04,0.45,0.82",0.0,"14728.87,16513.66,16178.3,15760.08"
52,"9.35,6.74,0.98,1.0","0.0,0.0,0.97,1.0",0.0,"14728.87,16513.66,15212.76,14758.77"
53,"7.82,0.99,1.15,2.5","0.0,0.92,0.84,0.28",0.0,"14728.87,15595.34,14369.42,14477.95"
54,"1.47,0.84,1.32,1.04","0.64,0.66,0.7,0.96",0.0,"14089.78,14939.12,13666.78,13520.54"
55,"10.67,1.2,1.53,1.0","0.0,0.73,0.42,1.0",0.0,"14089.78,14213.61,13251.04,12519.15"
56,"10.31,9.54,1.59,1.64","0.0,0.0,0.49,0.56",0.0,"14089.78,14213.61,12762.45,11961.27"
57,"1.02,3.59,1.3,1.0","0.93,0.1,0.7,1.0",0.0,"13160.11,14116.47,12060.43,10959.59"
58,"1.66,2.2,2.6,1.81","0.54,0.34,0.08,0.48",0.0,"12620.43,13774.47,11983.6,10476.33"
59,"1.0,5.61,0.97,1.2","0.94,0.0,0.99,0.83",0.0,"11683.13,13774.47,10996.41,9650.65"
60,"1.0,1.37,1.43,1.05","0.98,0.7,0.54,0.95",0.0,"10705.03,13077.77,10451.5,8697.83"
61,"1.0,1.67,2.37,1.27","0.96,0.54,0.0,0.77",0.0,"9742.29,12542.14,10451.5,7923.18"
62,"1.6,1.07,2.06,1.34","0.54,0.84,0.38,0.73",0.0,"9204.47,11698.82,10074.55,7195.87"
63,"6.65,1.19,0.94,1.12","0.0,0.58,0.95,0.89",0.0,"9204.47,11118.16,9126.37,6310.48"
64,"1.0,10.84,1.33,1.31","0.99,0.0,0.58,0.74",0.0,"8217.27,11118.16,8549.01,5567.62"
65,"1.66,1.05,1.52,1.0","0.54,0.94,0.58,1.0",0.0,"7681.48,10180.77,7967.16,4566.13"
66,"1.05,1.46,1.23,1.32","0.94,0.6,0.72,0.73",0.0,"6736.7,9578.55,7246.86,3831.38"
67,"1.0,8.04,1.18,2.3","0.99,0.0,0.83,0.33",0.0,"5747.98,9578.55,6416.19,3504.54"
68,"1.95,1.24,1.39,1.0","0.41,0.74,0.64,1.0",0.0,"5333.54,8835.12,5774.93,2503.1"
69,"1.71,6.21,1.57,1.17","0.52,0.0,0.56,0.85",0.0,"4816.39,8835.12,5213.96,1653.6"
70,"2.49,1.59,5.18,3.81","0.28,0.52,0.0,0.11",0.0,"4538.64,8316.13,5213.96,1547.27"
71,"1.76,2.3,1.96,1.0","0.48,0.3,0.38,1.0",0.0,"4055.38,8012.1,4832.4,545.61"
72,"1.38,1.0,0.55,15.25","0.67,0.99,0.0,0.0",0.0,"3382.08,7023.11,4832.4,545.61"
73,"0.99,8.04,0.97,1.0","0.95,0.0,1.0,1.0",0.25,"2431.98,7023.11,3836.87,0.0"
74,"1.13,1.0,4.92,14.85","0.87,0.97,0.0,0.0",0.25,"1561.01,6056.63,3836.87,0.0"
75,"2.5,2.2,6.64,10.24","0.27,0.34,0.0,0.0",0.25,"1292.0,5717.18,3836.87,0.0"
76,"7.89,1.14,0.51,14.22","0.0,0.83,0.19,0.0",0.25,"1292.0,4888.5,3643.6,0.0"
77,"1.0,1.0,2.1,15.47","0.98,0.95,0.32,0.0",0.25,"314.79,3936.67,3326.21,0.0"
78,"1.02,2.3,3.34,14.35","0.95,0.3,0.0,0.0",0.5,"0.0,3634.82,3326.21,0.0"
79,"7.21,8.92,3.61,13.73","0.0,0.0,0.0,0.0",0.5,"0.0,3634.82,3326.21,0.0"
80,"7.98,7.41,1.47,13.02","0.0,0.0,0.58,0.0",0.5,"0.0,3634.82,2749.32,0.0"
81,"8.11,2.45,2.34,14.24","0.0,0.28,0.2,0.0",0.5,"0.0,3358.43,2545.47,0.0"
82,"9.03,6.63,1.15,12.43","0.0,0.0,0.82,0.0",0.5,"0.0,3358.43,1726.4,0.0"
83,"9.46,1.3,5.87,14.38","0.0,0.73,0.0,0.0",0.5,"0.0,2629.48,1726.4,0.0"
84,"8.25,2.62,1.82,14.94","0.0,0.25,0.22,0.0",0.5,"0.0,2379.78,1505.68,0.0"
85,"7.23,1.55,0.75,12.17","0.0,0.59,0.99,0.0",0.5,"0.0,1787.39,513.89,0.0"
86,"9.23,1.76,1.18,14.84","0.0,0.47,0.8,0.0",0.75,"0.0,1318.05,0.0,0.0"
87,"8.5,2.67,5.62,13.86","0.0,0.24,0.0,0.0",0.75,"0.0,1081.69,0.0,0.0"
88,"10.03,1.37,3.65,12.22","0.0,0.67,0.0,0.0",0.75,"0.0,409.71,0.0,0.0"
89,"8.09,2.4,3.22,11.85","0.0,0.29,0.0,0.0",0.75,"0.0,121.06,0.0,0.0"
90,"4.45,1.4,0.09,13.56","0.0,0.67,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
91,"8.4,7.19,2.71,15.42","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
92,"5.89,9.27,5.18,11.41","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
93,"7.27,8.2,1.54,10.44","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
94,"9.96,8.45,4.53,14.76","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
95,"9.87,7.89,4.78,15.68","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
96,"9.64,6.4,4.96,15.81","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
97,"11.43,8.77,0.78,16.35","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
98,"9.65,9.85,6.25,11.11","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
99,"8.64,1.84,3.99,13.95","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
0,"1.08,1.37,2.92,1.0","0.93,0.69,0.19,1.0",0.0,"41474.82,41706.99,42210.26,41398.75"
1,"1.86,2.28,1.21,1.81","0.23,0.32,0.77,0.49",0.0,"41243.4,41389.89,41435.64,40912.77"
2,"1.79,2.55,1.26,1.44","0.47,0.26,0.7,0.66",0.0,"40778.03,41127.75,40735.38,40250.89"
3,"1.1,1.99,1.23,1.55","0.83,0.41,0.51,0.6",0.0,"39944.32,40717.93,40225.47,39646.84"
4,"7.93,1.02,2.42,1.03","0.0,0.97,0.28,0.97",0.0,"39944.32,39752.64,39944.26,38680.81"
5,"1.11,7.07,1.01,4.71","0.89,0.0,0.93,0.06",0.0,"39054.59,39752.64,39013.4,38624.81"
6,"0.51,0.97,1.48,1.11","0.57,0.97,0.57,0.9",0.0,"38480.71,38778.87,38447.66,37728.22"
7,"1.07,1.45,2.26,13.44","0.91,0.62,0.29,0.0",0.0,"37568.74,38157.13,38153.73,37728.22"
8,"1.17,2.54,1.43,5.57","0.82,0.26,0.65,0.03",0.0,"36753.62,37898.99,37507.94,37697.57"
9,"1.55,1.06,0.99,1.11","0.59,0.85,0.99,0.9",0.0,"36163.35,37047.48,36513.95,36798.08"
10,"1.19,1.0,0.65,1.28","0.82,0.94,0.58,0.77",0.0,"35338.98,36103.99,35934.77,36030.17"
11,"0.97,1.15,0.89,1.2","1.0,0.29,0.99,0.83",0.0,"34343.51,35818.81,34946.71,35204.44"
12,"1.24,1.0,4.9,1.0","0.53,0.96,0.01,1.0",0.0,"33814.31,34854.15,34932.6,34204.45"
13,"2.08,3.16,1.31,1.38","0.38,0.1,0.69,0.7",0.0,"33431.3,34750.55,34240.46,33508.05"
14,"1.0,6.68,1.27,1.59","0.96,0.0,0.73,0.58",0.0,"32471.08,34750.55,33513.91,32927.19"
15,"3.32,1.19,1.46,1.11","0.14,0.81,0.56,0.9",0.0,"32327.45,33940.75,32956.84,32027.85"
16,"1.78,2.49,1.63,1.89","0.48,0.28,0.52,0.45",0.0,"31850.96,33662.88,32440.73,31575.26"
17,"1.0,1.01,1.52,9.83","0.98,0.95,0.54,0.0",0.0,"30866.02,32711.72,31898.49,31575.26"
18,"1.51,2.07,1.04,2.75","0.61,0.36,0.87,0.23",0.0,"30257.05,32348.56,31024.79,31342.76"
19,"8.43,2.01,1.49,3.01","0.0,0.4,0.62,0.19",0.0,"30257.05,31944.51,30403.15,31151.79"
20,"2.36,7.58,0.77,1.31","0.31,0.01,0.37,0.74",0.0,"29947.29,31939.14,30035.32,30409.16"
21,"1.61,1.8,1.18,1.48","0.57,0.4,0.75,0.64",0.0,"29380.53,31542.84,29280.48,29771.54"
22,"1.0,2.42,3.74,3.0","0.99,0.24,0.0,0.19",0.0,"28390.37,31297.89,29280.48,29579.04"
23,"1.57,1.0,1.31,2.31","0.58,0.98,0.72,0.32",0.0,"27814.79,30313.68,28562.71,29255.64"
24,"1.82,3.18,1.5,2.78","0.47,0.15,0.61,0.23",0.0,"27339.99,30167.56,27957.11,29029.65"
25,"1.77,7.07,1.31,1.7","0.5,0.0,0.46,0.53",0.0,"26843.58,30167.56,27492.83,28500.92"
26,"0.99,1.57,1.05,1.71","1.0,0.58,0.88,0.53",0.0,"25845.35,29585.36,26617.43,27975.1"
27,"1.24,1.19,1.09,1.02","0.58,0.81,0.9,0.98",0.0,"25266.32,28779.94,25721.54,26998.5"
28,"8.66,3.35,1.94,1.18","0.0,0.07,0.4,0.84",0.0,"25266.32,28705.04,25326.17,26156.92"
29,"1.65,2.4,1.06,1.0","0.54,0.14,0.9,1.0",0.0,"24729.7,28567.63,24423.23,25155.26"
30,"6.86,1.51,2.93,11.19","0.0,0.59,0.06,0.0",0.0,"24729.7,27973.52,24363.52,25155.26"
31,"8.05,1.41,2.01,1.0","0.0,0.62,0.38,1.0",0.0,"24729.7,27356.16,23988.49,24153.65"
32,"2.13,1.34,4.86,2.27","0.36,0.68,0.0,0.34",0.0,"24365.28,26680.1,23988.49,23818.43"
33,"2.81,1.42,0.63,12.47","0.21,0.66,0.57,0.0",0.0,"24158.07,26024.95,23415.65,23818.43"
34,"2.06,2.55,3.94,1.27","0.39,0.21,0.0,0.77",0.0,"23772.15,25813.62,23415.65,23049.07"
35,"7.39,0.98,6.17,1.52","0.0,0.99,0.0,0.62",0.0,"23772.15,24825.79,23415.65,22431.39"
36,"1.28,2.87,0.93,1.64","0.49,0.2,1.0,0.55",0.0,"23279.49,24621.85,22418.34,21878.68"
37,"6.19,7.49,1.26,11.63","0.0,0.0,0.63,0.0",0.0,"23279.49,24621.85,21793.11,21878.68"
38,"1.41,3.16,0.97,2.05","0.67,0.16,1.0,0.4",0.0,"22612.94,24463.35,20796.32,21480.58"
39,"10.03,1.06,0.69,1.49","0.0,0.93,0.99,0.63",0.0,"22612.94,23537.21,19807.02,20846.86"
40,"1.9,1.31,3.74,1.23","0.43,0.73,0.0,0.8",0.0,"22186.71,22805.93,19807.02,20044.28"
41,"1.58,0.99,1.04,1.68","0.57,0.97,0.86,0.53",0.0,"21611.95,21831.08,18943.33,19515.73"
42,"1.64,1.27,1.09,13.82","0.53,0.76,0.87,0.0",0.0,"21086.71,21066.9,18068.79,19515.73"
43,"0.99,1.82,5.29,2.97","1.0,0.36,0.0,0.2",0.0,"20090.82,20710.38,18068.79,19318.82"
44,"1.81,1.41,1.73,1.27","0.44,0.61,0.38,0.77",0.0,"19647.38,20097.44,17688.38,18546.66"
45,"5.83,1.13,3.47,1.32","0.0,0.87,0.0,0.74",0.0,"19647.38,19230.59,17688.38,17807.21"
46,"0.99,7.81,3.38,2.06","1.0,0.0,0.0,0.39",0.0,"18649.89,19230.59,17688.38,17413.49"
47,"2.99,1.67,2.04,1.89","0.19,0.47,0.34,0.46",0.0,"18461.74,18763.57,17343.73,16958.22"
48,"9.17,1.02,3.6,2.58","0.0,0.96,0.0,0.26",0.0,"18461.74,17799.37,17343.73,16694.38"
49,"2.22,3.94,1.51,1.49","0.34,0.09,0.57,0.63",0.0,"18123.0,17705.44,16777.45,16062.48"
50,"0.99,1.02,2.1,1.9","0.95,0.88,0.36,0.45",0.0,"17173.49,16825.22,16421.78,15611.74"
51,"1.76,8.19,1.51,2.04","0.49,0.0,0.47,0.4",0.0,"16681.96,16825.22,15947.33,15210.09"
52,"1.0,1.19,4.73,1.0","0.99,0.81,0.0,1.0",0.0,"15689.29,16010.44,15947.33,14210.07"
53,"1.34,1.29,1.19,2.69","0.58,0.74,0.74,0.24",0.0,"15107.51,15270.3,15211.53,13967.79"
54,"9.12,1.22,1.68,4.81","0.0,0.77,0.51,0.05",0.0,"15107.51,14501.03,14697.07,13915.49"
55,"1.43,1.37,3.87,1.53","0.62,0.69,0.0,0.61",0.0,"14491.87,13806.45,14697.07,13302.16"
56,"1.33,1.0,2.05,1.07","0.71,0.99,0.33,0.93",0.0,"13780.92,12815.36,14368.71,12374.34"
57,"2.48,2.03,2.54,11.85","0.27,0.39,0.18,0.0",0.0,"13511.81,12422.65,14185.44,12374.34"
58,"1.11,9.43,1.19,3.11","0.7,0.0,0.75,0.18",0.0,"12816.12,12422.65,13436.67,12196.84"
59,"8.71,1.69,1.3,1.71","0.0,0.52,0.66,0.53",0.0,"12816.12,11906.06,12777.56,11670.48"
